amount,hour,latency,distance_km,velocity,is_new_beneficiary,label
1636.1486495147565,9,40.64083372912628,9.249342340276726,0,0,0
3244.340663251576,12,40.84679363210874,137.89772719099932,2,1,0
2019.5587836626325,16,77.10463169754843,16.471783299467063,1,1,0
17384.708312328825,9,32.16159294403243,4.397867843272941,1,0,0
2831.3122406885054,9,31.479720860645642,87.29495069255847,6,0,0
4763.26085652949,20,47.335278854364425,101.24163863060605,3,1,0
7503.013594911387,21,21.526261137598937,107.64491656664066,1,0,0
3277.3808049492827,16,32.3969313174173,13.645541792550194,3,0,0
5180.924784165978,8,52.97295544602389,125.7129076938904,3,0,0
43719.767370809124,12,38.07451926618624,139.12423103327183,3,0,0
1605.1903356114715,10,52.02536884445595,31.36015842908902,4,0,0
3147.0941529151796,19,34.73734704301029,27.50303857253709,0,1,0
4156.57270956017,11,58.611868535814416,77.33740859740355,3,0,0
6749.508198934929,21,70.33639696616083,82.06463476674578,2,0,0
8583.37862558506,19,25.418069665902394,82.74247363613424,3,0,0
542.4276072139555,15,53.50162021855819,128.50609996923484,1,0,0
2430.277354184585,19,24.469933972199133,44.86129356426932,1,1,0
500000.0,0,143.63905119093974,2000.0,7,1,1
924.8044925094453,19,57.23883428748831,76.96299019082464,0,0,0
395.76860244136515,9,39.4684868204223,147.80808291186517,2,1,0
500000.0,3,202.8060963135786,3458.6187652123417,8,1,1
1851.412316260302,14,39.072898370606794,9.447137462848584,1,0,0
11103.70546448415,19,53.238256269977214,9.157768055329186,3,0,0
8532.180838977341,13,39.44332597504989,90.79075753224623,3,0,0
524.0813335698252,9,34.07254898450309,7.175333733113432,2,0,0
500000.0,1,137.45271756884839,2717.739710400352,7,1,1
21693.350173197367,13,63.64788028717284,121.08301723014449,1,0,0
5205.912338253201,21,61.018936528201145,85.32244156635308,1,0,0
14246.61011753377,15,62.91989865187301,69.56020572237863,2,0,0
440.9276167524383,9,56.30653396046335,52.29932546012875,1,0,0
267.89419838079766,12,47.90442376377395,5.928343256286647,1,0,0
1603.847962797543,12,62.4261345075865,10.4188497209736,4,0,0
4730.772641599183,11,35.88236690360274,35.70785974694139,0,0,0
3248.051710822423,20,47.9280786652876,56.48250276058953,3,0,0
2066.4360638154444,14,56.98095768241747,101.65344022039008,5,0,0
20379.88865149786,21,40.47735990449808,25.976968183087187,5,0,0
4241.254786827908,20,25.48223801207152,248.10400250522457,0,0,0
11593.80058630199,12,38.64088050658826,178.90511815496728,2,0,0
15408.024480851274,13,66.31498746325228,42.79530858048153,2,0,0
1731.7993236767206,15,49.836884367075015,48.1648515983387,1,0,0
4642.6624035097375,13,66.98589619484153,55.23161167839916,1,0,0
2634.6668077046133,17,56.40478973639136,124.00969296562002,3,0,0
1695.5434462806047,11,30.532404101058468,50.622783560318666,2,0,0
5236.46903985689,18,76.37498152905118,22.166911237749073,2,0,0
2759.379792499074,21,24.620762889323345,16.274397720362693,3,0,0
6975.314148470579,13,30.079240889461204,0.6366690075856429,0,0,0
1748.0925845676934,16,47.68434616929663,114.5720441266296,1,0,0
2099.5851467536936,8,21.270185329446935,18.887128951641014,1,0,0
527.3846909433497,17,14.164503390656751,64.93065324035496,1,0,0
2939.3697887446046,21,54.06799416151434,82.37962623515928,2,0,0
1149.746613760782,12,40.97388563887557,2.645648914917466,3,0,0
1822.9878949538208,14,52.74877454355141,21.966181344710364,4,0,0
22566.369963671183,10,48.82415762135624,47.166653176144386,1,0,0
10107.793973673713,20,57.12864608985875,189.66041373261928,2,0,0
4059.3207066491545,20,71.56323311490661,91.01763950926694,1,0,0
2001.4427135029955,14,14.258422625271393,166.03940554701364,1,0,0
1843.9465636307295,8,30.274639257643834,17.755869231599167,1,1,0
500000.0,1,224.38806283234743,3544.0095950938194,8,1,1
482.72057384730704,16,56.18192182118251,347.12770976817626,0,0,0
580.3503599948466,8,44.23317316900434,3.2485633137310033,3,0,0
284.84688816177675,12,20.594971158276792,56.87243484409993,2,0,0
4268.20254181518,21,40.943746598068905,86.06215643935032,4,1,0
1917.9790975861642,13,53.212953412398406,26.913310668838196,1,0,0
728.4590896194917,13,57.957631404581726,65.84259818194413,0,0,0
10472.149909653846,18,56.69465778542277,23.346081010039462,5,0,0
1977.0896536289063,19,33.66210919868364,2.7394284484772897,1,0,0
1404.047062300458,12,39.14039527170814,75.3699902556811,1,0,0
500000.0,0,222.26768273086782,2740.0325018008143,8,1,1
1434.514924996763,17,22.889274123856076,2.5599698963584183,1,0,0
1760.9767873382743,9,24.0828213285147,131.20019361072846,1,0,0
2698.609760648305,19,56.99855387251727,21.7028714177137,2,0,0
1188.074816068048,17,56.3204062546287,14.244379194193629,2,0,0
1870.9846172982254,18,40.78382634719818,110.58796505062216,2,1,0
21217.651843513406,15,64.88058388185287,77.57991294258389,0,1,0
1915.6145144493432,13,81.590014180789,67.79389868051196,2,1,0
933.3429574974821,14,73.67472275229152,33.74568065132432,2,0,0
2736.829968159509,10,31.96306136253105,163.10203853985865,1,0,0
465.0161076403622,11,32.29771728363993,16.107282248094766,7,0,0
6817.20735392403,12,40.248502865756976,5.775552796167974,2,0,0
8495.975052865357,15,40.93573989934585,76.9888400035091,2,0,0
3046.2257536379357,17,39.572815601160315,338.4798100370329,3,1,0
696.9202693043347,12,76.66586967952337,43.73988978945221,2,1,0
5109.688927628761,15,47.71115842392329,382.44781028793227,2,0,0
1494.2316358577448,14,39.600770027801296,28.457299486813113,2,1,0
4762.168815273138,12,68.72272678097714,53.60304302559356,1,0,0
2315.7505529890905,11,36.66129755528998,121.11524844506405,2,0,0
1171.911797866882,19,70.50432963446988,93.27492217364033,3,1,0
21994.415600963202,14,44.307311810110974,16.32948386875497,2,0,0
10191.273349657733,9,32.34715783710165,32.62536109603627,0,0,0
7461.833448545449,11,39.03115483788864,22.84265016812741,2,0,0
12871.387685871838,14,56.6468014973473,62.79603823836552,4,1,0
3383.137545791861,16,62.4163904998761,92.19900278984419,4,0,0
27388.096754299157,17,79.13655072428162,1.2897019051160121,1,1,0
10323.232170435627,8,43.72235861593497,21.181539755299823,2,1,0
6749.095050826488,21,81.06936738108705,158.94175800699105,0,0,0
14660.5947001832,20,27.269068891853163,8.606420616635775,3,0,0
1541.4021617732458,16,44.338358503066544,40.6816065925029,0,0,0
28604.550000062118,17,38.45941736370253,135.45131757054972,7,0,0
6632.63267458488,12,19.25273759101504,61.35632404454906,4,1,0
1086.9637047336612,13,40.643052365081026,76.24117437485043,2,1,0
17842.192184177595,17,34.164995642246936,31.14200860034273,5,0,0
450.0245742450284,17,50.61463599284784,36.70709136930004,1,0,0
3099.454223453994,12,36.240693454944434,43.558924768801376,5,1,0
1987.7123689030038,17,27.375325615915024,381.2214955247997,0,1,0
1829.8293672932828,20,34.876869601251514,125.50637558882507,0,0,0
717.8783777211834,13,55.61870008580257,401.0325574163334,2,0,0
3569.879779767743,14,24.61066422869753,259.0307619675958,1,1,0
3985.600414604245,8,63.95126309944201,164.4417927208131,0,0,0
2335.602778414002,10,36.80818755375933,15.209600381397232,4,0,0
284.8014646599573,9,24.63263990050059,59.352223131427415,2,1,0
2970.928443889391,9,41.538514423250845,44.61149840865325,0,0,0
8504.194435086878,21,39.88817585693959,190.74160090789428,0,0,0
1298.709443933147,16,51.48664665636469,248.21530998534965,1,0,0
443.03987179201016,18,43.55917370744886,97.23292371400163,1,0,0
479.22413422075425,12,53.03369951784002,13.956383421444462,1,0,0
2699.407904831494,16,47.21993414310042,12.255338487152152,3,0,0
6077.991333086508,21,10.0,197.28277601138848,2,0,0
1682.1362758073653,14,51.61581169223467,98.16262237532209,2,0,0
9427.688322293568,10,51.629165757125676,444.33900517051427,2,0,0
4715.051617996143,8,50.14492671106959,191.30827854017446,3,0,0
6573.846327567639,14,29.95833665043781,152.60066748457496,0,1,0
1414.34479124273,11,47.410434129853776,125.28030640054952,2,0,0
2217.5739757282645,12,21.3239995995468,104.30303176371692,0,0,0
11401.579962851958,19,59.21595169101161,144.78744165902222,0,0,0
1730.9166607496045,19,23.92254210090326,53.44593105267215,1,0,0
2181.3341736702178,18,64.40140312444424,48.741480686898626,0,0,0
4436.384857449751,13,52.34761147106838,79.06429807613569,1,0,0
2333.960505678377,21,83.81745746640749,151.90999452841595,3,0,0
2981.2449948030835,17,20.8639348734376,143.068267539289,0,0,0
1429.3836413127765,18,40.86081335860041,15.993886849425165,1,0,0
30949.291973955173,9,45.22606828923318,29.229483711383125,3,0,0
46825.949580917455,9,40.13547172019695,33.19844213965928,4,1,0
7315.631918031775,13,75.34299177550187,145.61233148892296,2,1,0
6718.48167839299,10,36.14213145240865,58.455697598900045,5,0,0
8799.673488085076,12,56.69151108037243,35.86687673574633,4,0,0
1285.2418220976954,8,30.71860646433737,120.176371364514,3,0,0
2805.258810260297,17,63.784132162959224,67.38447323081533,0,0,0
2819.585337506207,15,28.79749835827296,13.709450514304288,5,0,0
410.1356518306998,11,43.78239584524813,107.80519694600521,3,0,0
4303.98046847251,9,49.6104572926564,16.492970484278228,3,0,0
7400.249263379617,11,27.939896990847682,15.941577826976543,4,0,0
6963.658030184149,20,52.98393599873546,116.33297762961394,1,0,0
18742.068244957594,21,65.6361058031425,113.60168787944247,0,0,0
8316.922880080907,10,56.426545893956614,74.22024547230674,3,0,0
578.5637522717058,8,35.31167918348981,23.468674071048234,5,0,0
